0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
stone,581.2016582913292,0.9019064824774731,0.07870574640908633,0.3271097810208234,0.399732875405457,0.2386949055523755,0.0,0.14119442854417097,0.0,0.007250524709024995,0.0,0.10398778858996374,0.0,0.01316542644533486,0.0,0.0045792787635947334,0.0,0.005342491890860523,0.0,0.0622018698721618,0.0,0.008204541118107232,0.0,0.0061057050181263115,0.0,0.00038160656363289447,0.0,0.0034344590726960505,0.0,0.005724098454493417
stone,2776.1604020090617,0.5029925560156595,0.0069808563402719076,0.034967303162657906,0.4294471153846154,0.19915865384615383,0.0,0.1483173076923077,0.0,0.005168269230769231,0.0,0.11358173076923077,0.0,0.007932692307692307,0.0,0.004086538461538462,0.0,0.003605769230769231,0.0,0.07427884615384615,0.0,0.0034855769230769233,0.0,0.003605769230769231,0.0,0.0,0.0,0.0028846153846153848,0.0,0.004447115384615384
stone,240.23914572862068,0.9571907145700419,0.013969611996826913,0.14858740377049232,0.3191811978771797,0.17816527672479152,0.0,0.15213545615365176,0.0,0.005812484205205964,0.0,0.15794794035885773,0.0,0.006317917614354309,0.0,0.004043467273186757,0.0,0.005054334091483447,0.0,0.15466262319939347,0.0,0.0035380338640384128,0.0,0.003032600454890068,0.0,0.00025271670457417233,0.0,0.0027798837503158957,0.0,0.0070760677280768255
stone,659.4126633165199,0.7997460106704439,0.011393606644378905,0.08148878682061698,0.43430974477958234,0.23999419953596288,0.0,0.146461716937355,0.0,0.005510440835266821,0.0,0.08700696055684455,0.0,0.007975638051044084,0.0,0.002900232018561485,0.0,0.004205336426914153,0.0,0.057569605568445474,0.0,0.005655452436194895,0.0,0.0021751740139211136,0.0,0.0,0.0,0.0021751740139211136,0.0,0.004060324825986079
stone,719.9966331657673,0.6637700195500008,0.010923393924736641,0.05765600499979345,0.4390345982142857,0.2886439732142857,0.0,0.13685825892857142,0.0,0.005022321428571429,0.0,0.061244419642857144,0.0,0.010044642857142858,0.0,0.004743303571428571,0.0,0.0037667410714285715,0.0,0.033900669642857144,0.0,0.005719866071428571,0.0,0.004045758928571429,0.0,0.00027901785714285713,0.0,0.002232142857142857,0.0,0.004464285714285714
stone,972.4984422109237,0.8762674372606604,0.0110569750864854,0.09619340959857887,0.3386752136752137,0.2064102564102564,0.0,0.14636752136752137,0.0,0.011111111111111112,0.0,0.12457264957264957,0.0,0.01452991452991453,0.0,0.011538461538461539,0.0,0.008333333333333333,0.0,0.11089743589743589,0.0,0.006196581196581196,0.0,0.006623931623931624,0.0,0.000641025641025641,0.0,0.006623931623931624,0.0,0.007478632478632479
stone,470.84351758792224,0.7075398629487555,0.020469007441735527,0.08502287268257662,0.4630081300813008,0.2943089430894309,0.0,0.10474254742547426,0.0,0.008672086720867209,0.0,0.0456639566395664,0.0,0.018970189701897018,0.0,0.006775067750677507,0.0,0.004878048780487805,0.0,0.023441734417344172,0.0,0.011111111111111112,0.0,0.006775067750677507,0.0,0.0013550135501355014,0.0,0.0033875338753387536,0.0,0.006910569105691057
stone,448.82251256277624,0.958679202030665,0.3589887342984838,0.4173318604753196,0.41034575180916644,0.2682926829268293,0.0,0.12409541677834361,0.0,0.013401232913428035,0.0,0.0675422138836773,0.0,0.016885553470919325,0.0,0.0077727150897882605,0.0,0.007236665773251139,0.0,0.05333690699544358,0.0,0.009916912355936747,0.0,0.009380863039399626,0.0,0.0010720986330742428,0.0,0.003484320557491289,0.0,0.007236665773251139
stone,1041.3557286429566,0.9057761186067116,0.08142336713459591,0.17945409583443672,0.392751350409479,0.22895974908520647,0.0,0.14654120926990766,0.0,0.006098623453563339,0.0,0.10437358424812686,0.0,0.009932043910088865,0.0,0.006272869837950863,0.0,0.006098623453563339,0.0,0.07527443805541036,0.0,0.0064471162223383865,0.0,0.005924377069175815,0.0,0.00017424638438752395,0.0,0.0029621885345879075,0.0,0.008189580066213627
stone,153.34331658290773,0.7181571699850161,0.023953718907061064,0.1203676672045954,0.4004935404267673,0.2512701408041806,0.0,0.14748149223399623,0.0,0.006096675860066773,0.0,0.08956307156336188,0.0,0.011322398025838292,0.0,0.0065321527072144,0.0,0.0053708811148207285,0.0,0.060240963855421686,0.0,0.006386993758165191,0.0,0.0049354042676731024,0.0,0.0,0.0,0.0049354042676731024,0.0,0.0053708811148207285
stone,1024.9876884420694,0.8742567594737642,0.011470007484307826,0.11102351965188571,0.3430338816251933,0.2402643047940391,0.0,0.17503163222269086,0.0,0.002811753128075355,0.0,0.11767186840995361,0.0,0.0029523407844791226,0.0,0.0032335160972866584,0.0,0.003374103753690426,0.0,0.10305075214396175,0.0,0.002249402502460284,0.0,0.0015464642204414453,0.0,0.0,0.0,0.002108814846056516,0.0,0.0026711654716715873
stone,1679.1536432157575,0.6757382741578418,0.011484432378918247,0.06989878841663415,0.4329354930377948,0.2584541062801932,0.0,0.1294401818698494,0.0,0.006535947712418301,0.0,0.07729468599033816,0.0,0.015913611821540212,0.0,0.005541346973572037,0.0,0.004546746234725774,0.0,0.04674623472577437,0.0,0.0068201193520886615,0.0,0.005967604433077579,0.0,0.00042625745950554135,0.0,0.0032679738562091504,0.0,0.006109690252912759
